wilayah,ncpr,kemiskinan (%),pengeluaran pangan (%),tanpa listrik (%),tanpa air bersih (%),lama sekolah perempuan (tahun),rasio tenaga kesehatan,angka harapan hidup (tahun),stunting (%),ikp,ikp ranking,nama_file,tahun
jawa barat - kota bandung,0.0,4.25,9.36,0.0,4.17,6.74,0.58,74.75,34.9,90.46,13,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota cirebon,0.0,9.82,19.77,0.0,2.43,7.83,0.93,72.74,18.1,83.77,48,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota bekasi,0.0,4.43,9.25,0.0,7.69,6.38,0.7,75.48,32.0,93.55,3,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota depok,0.0,2.53,5.08,0.0,20.08,6.64,0.79,74.92,30.9,89.47,19,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota cimahi,0.0,5.11,11.12,0.09,13.73,6.32,0.72,74.5,17.3,87.17,34,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota tasikmalaya,0.0,12.72,33.01,0.0,20.62,7.18,0.43,72.63,20.5,72.71,86,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota banjar,0.0,6.73,35.18,0.0,9.79,10.79,0.1,71.49,16.1,79.55,69,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - cilacap,0.47,11.02,28.87,0.07,29.06,8.99,0.31,74.07,11.6,84.13,76,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - banyumas,1.13,12.84,27.45,0.0,30.2,8.74,0.28,73.88,22.1,79.81,164,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - purbalingga,1.04,15.3,25.35,0.0,29.9,8.29,0.51,73.28,20.0,78.05,189,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - banjarnegara,0.98,15.2,25.84,0.0,21.95,8.02,0.65,74.37,17.6,80.28,155,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kebumen,0.58,16.41,25.33,0.04,36.29,8.85,0.39,73.7,14.9,80.34,153,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - purworejo,0.51,11.53,24.16,0.03,27.94,7.83,0.55,75.03,28.5,84.74,64,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - wonosobo,1.15,16.17,25.78,0.0,21.89,7.59,0.73,72.05,24.3,77.82,195,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - magelang,1.21,11.09,20.99,0.0,24.33,7.52,0.83,74.03,24.9,79.91,161,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - boyolali,0.51,9.82,20.85,0.0,20.46,8.42,0.4,76.12,27.5,87.31,24,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - klaten,0.63,12.33,22.5,0.0,28.58,9.9,0.27,76.95,10.7,85.5,48,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - sukoharjo,0.54,7.61,13.57,0.0,14.31,6.03,0.48,77.82,26.2,91.02,3,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - wonogiri,0.2,10.99,30.13,0.0,22.15,5.58,0.56,76.41,6.9,87.79,16,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - karanganyar,0.57,9.85,17.65,0.0,17.11,7.05,0.32,77.64,8.1,88.48,9,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - sragen,0.28,12.94,25.75,0.0,9.05,5.54,0.67,75.87,21.6,88.17,11,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - grobogan,0.25,11.8,40.92,0.0,10.64,7.33,1.16,74.93,29.4,87.18,27,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - blora,0.25,11.53,34.87,0.16,9.42,6.92,1.0,74.6,26.2,86.94,28,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - rembang,0.42,14.65,37.79,0.0,13.18,9.21,0.11,74.68,21.1,84.45,69,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - pati,0.22,9.33,23.13,0.04,17.1,8.12,0.51,76.32,26.4,89.27,6,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kudus,0.74,7.41,16.31,0.0,15.35,8.6,0.77,76.76,14.2,88.91,8,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - jepara,0.6,6.88,23.81,0.0,26.7,9.0,0.34,75.97,8.2,86.91,29,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - demak,0.35,12.09,30.09,0.0,7.13,10.49,0.09,75.52,6.6,89.03,7,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - semarang,1.04,7.27,20.37,0.0,19.01,9.35,0.13,75.86,6.3,85.35,52,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - temanggung,1.99,9.33,14.26,0.0,18.7,8.43,0.2,75.7,7.7,77.84,193,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kendal,0.74,9.48,22.41,0.14,19.44,7.63,0.35,74.53,9.1,85.58,44,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - batang,0.86,8.98,21.3,0.0,25.44,6.85,0.58,74.79,9.2,83.15,95,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - pekalongan,1.07,9.67,25.9,0.0,21.06,7.8,0.57,73.8,11.0,81.81,123,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - pemalang,0.67,15.06,41.13,0.0,21.21,6.99,0.6,73.65,34.0,80.84,144,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - tegal,0.76,7.9,24.63,0.0,26.12,6.74,0.37,71.85,37.0,82.84,105,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - brebes,0.73,16.05,30.08,0.04,27.43,7.52,0.37,69.74,35.6,77.21,205,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kota magelang,0.0,7.1,11.66,0.0,3.96,8.9,2.41,77.02,29.7,91.18,10,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kota surakarta,0.0,8.84,11.42,0.0,14.38,8.81,1.24,77.43,34.5,85.8,39,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kota salatiga,0.0,4.73,2.96,0.0,3.54,8.94,1.56,77.72,29.5,94.2,2,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kota semarang,0.0,4.25,7.56,0.0,11.87,9.02,1.92,77.69,13.9,91.31,9,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kota pekalongan,0.0,7.0,22.35,0.0,20.97,6.55,0.88,74.51,35.9,78.94,72,Data Ketahanan Pangan 2023.csv,2023
jawa tengah - kota tegal,0.0,7.91,15.61,0.0,0.88,7.16,0.9,74.64,35.3,86.0,38,Data Ketahanan Pangan 2023.csv,2023
di yogyakarta - kulon progo,0.61,16.39,15.81,0.0,20.47,8.03,4.89,75.28,35.3,85.54,46,Data Ketahanan Pangan 2023.csv,2023
di yogyakarta - bantul,1.42,12.27,16.44,0.14,18.52,7.98,3.36,73.9,35.3,82.07,116,Data Ketahanan Pangan 2023.csv,2023
di yogyakarta - gunungkidul,0.19,15.86,31.39,0.0,37.55,7.16,2.56,74.23,35.3,81.98,119,Data Ketahanan Pangan 2023.csv,2023
di yogyakarta - sleman,1.74,7.74,12.12,0.0,16.83,8.3,1.67,75.0,35.3,83.16,94,Data Ketahanan Pangan 2023.csv,2023
di yogyakarta - kota yogyakarta,0.0,6.62,6.96,0.0,31.04,7.87,0.94,74.83,35.3,83.11,54,Data Ketahanan Pangan 2023.csv,2023
jawa timur - pacitan,0.55,13.8,34.65,0.06,32.98,8.04,1.8,72.48,35.3,80.78,145,Data Ketahanan Pangan 2023.csv,2023
jawa timur - ponorogo,0.32,9.32,27.52,0.22,17.37,7.55,1.47,73.2,35.3,87.91,14,Data Ketahanan Pangan 2023.csv,2023
jawa timur - trenggalek,0.58,10.96,32.08,0.0,38.88,7.87,1.05,74.26,35.3,81.9,121,Data Ketahanan Pangan 2023.csv,2023
jawa timur - tulungagung,0.58,6.71,31.97,0.05,32.44,7.36,0.86,74.54,35.3,85.23,59,Data Ketahanan Pangan 2023.csv,2023
jawa timur - blitar,0.67,8.71,21.04,0.0,22.39,8.5,1.09,73.98,35.3,86.27,37,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kediri,1.11,10.65,35.75,0.0,36.34,8.73,1.49,72.97,35.3,78.22,186,Data Ketahanan Pangan 2023.csv,2023
jawa timur - malang,1.08,9.55,28.37,0.0,30.38,7.96,0.6,72.95,35.3,79.97,158,Data Ketahanan Pangan 2023.csv,2023
jawa timur - lumajang,0.58,9.06,41.27,0.05,38.11,8.09,1.79,70.61,35.3,79.42,169,Data Ketahanan Pangan 2023.csv,2023
jawa timur - jember,0.66,9.39,48.11,0.0,30.4,8.35,2.0,69.68,35.3,77.43,201,Data Ketahanan Pangan 2023.csv,2023
jawa timur - banyuwangi,0.59,7.51,22.08,0.0,23.49,7.61,3.52,71.06,35.3,84.91,61,Data Ketahanan Pangan 2023.csv,2023
jawa timur - bondowoso,0.45,13.47,42.75,0.0,38.83,7.18,1.2,67.29,35.3,75.5,237,Data Ketahanan Pangan 2023.csv,2023
jawa timur - situbondo,0.54,11.78,43.32,0.0,39.6,8.1,1.62,69.62,35.3,76.64,220,Data Ketahanan Pangan 2023.csv,2023
jawa timur - probolinggo,0.79,17.12,46.5,0.0,41.38,7.89,1.24,67.78,35.3,73.27,263,Data Ketahanan Pangan 2023.csv,2023
jawa timur - pasuruan,0.8,8.96,41.38,0.0,28.43,7.6,0.93,70.55,35.3,79.87,162,Data Ketahanan Pangan 2023.csv,2023
jawa timur - sidoarjo,2.03,5.36,9.49,0.0,7.5,7.59,0.96,74.36,35.3,83.51,89,Data Ketahanan Pangan 2023.csv,2023
jawa timur - mojokerto,0.55,9.71,30.01,0.0,18.73,6.82,3.63,72.93,30.5,86.7,32,Data Ketahanan Pangan 2023.csv,2023
jawa timur - jombang,0.61,9.04,34.52,0.0,24.11,8.09,4.09,72.86,30.1,83.99,78,Data Ketahanan Pangan 2023.csv,2023
jawa timur - nganjuk,0.45,10.7,32.77,0.0,26.86,7.4,7.07,71.95,32.5,83.68,84,Data Ketahanan Pangan 2023.csv,2023
jawa timur - madiun,0.33,10.79,23.85,0.04,26.05,7.56,2.51,71.9,25.1,85.32,54,Data Ketahanan Pangan 2023.csv,2023
jawa timur - magetan,0.35,9.84,33.79,0.0,20.42,7.35,9.0,72.97,32.5,86.83,30,Data Ketahanan Pangan 2023.csv,2023
jawa timur - ngawi,0.19,14.15,27.71,0.0,17.63,7.88,12.65,72.81,22.3,84.98,60,Data Ketahanan Pangan 2023.csv,2023
jawa timur - bojonegoro,0.29,12.21,27.45,0.0,15.84,7.71,11.69,72.16,18.7,85.4,50,Data Ketahanan Pangan 2023.csv,2023
jawa timur - tuban,0.29,15.02,36.93,0.0,9.38,8.01,22.15,71.97,37.9,84.41,70,Data Ketahanan Pangan 2023.csv,2023
jawa timur - lamongan,0.25,12.53,23.88,0.11,9.02,7.16,7.24,72.86,35.5,87.28,25,Data Ketahanan Pangan 2023.csv,2023
jawa timur - gresik,0.53,11.06,19.21,0.0,1.94,7.62,10.45,72.99,44.1,90.39,5,Data Ketahanan Pangan 2023.csv,2023
jawa timur - bangkalan,0.68,19.44,60.34,0.0,33.12,6.62,8.27,70.54,25.1,73.23,264,Data Ketahanan Pangan 2023.csv,2023
jawa timur - sampang,0.57,21.61,53.31,0.0,15.43,7.34,5.77,68.38,27.6,77.08,207,Data Ketahanan Pangan 2023.csv,2023
jawa timur - pamekasan,0.84,13.93,48.93,0.0,13.81,8.61,8.0,68.03,21.1,79.44,168,Data Ketahanan Pangan 2023.csv,2023
jawa timur - sumenep,0.34,18.76,67.17,0.46,25.44,7.96,9.38,71.99,27.9,77.02,209,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota kediri,0.0,7.23,11.65,0.0,41.73,8.1,10.78,74.34,20.1,76.42,78,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota blitar,0.0,7.37,8.52,0.0,34.86,9.0,6.19,74.26,35.6,79.25,70,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota malang,0.0,4.37,6.07,0.0,18.81,9.36,10.46,73.75,19.6,85.27,43,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota probolinggo,0.0,6.65,2.69,0.0,6.96,8.32,8.02,70.68,21.8,80.01,66,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota pasuruan,0.0,6.37,20.04,0.0,9.33,8.91,12.55,71.96,25.5,81.45,60,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota mojokerto,0.0,5.98,9.07,0.0,7.16,7.92,16.98,73.74,34.7,89.83,15,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota madiun,0.0,4.76,10.67,0.0,2.04,9.24,21.34,73.13,29.9,92.49,5,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota surabaya,0.0,4.72,9.97,0.0,1.13,8.66,13.54,74.47,31.6,92.14,6,Data Ketahanan Pangan 2023.csv,2023
jawa timur - kota batu,0.0,3.79,5.99,0.0,21.02,9.51,11.08,72.97,17.9,80.16,64,Data Ketahanan Pangan 2023.csv,2023
banten - pandeglang,0.43,9.32,35.45,0.17,56.41,10.11,4.42,65.2,26.9,74.87,243,Data Ketahanan Pangan 2023.csv,2023
banten - lebak,0.6,8.91,54.54,1.64,64.32,8.43,25.35,67.74,40.9,72.32,274,Data Ketahanan Pangan 2023.csv,2023
banten - tangerang,2.19,6.92,24.42,0.0,15.48,8.02,2.78,70.28,26.6,76.49,223,Data Ketahanan Pangan 2023.csv,2023
banten - serang,0.69,4.96,43.3,0.12,28.72,7.77,8.39,65.18,31.6,79.26,172,Data Ketahanan Pangan 2023.csv,2023
banten - kota tangerang,0.0,5.77,7.69,0.0,7.92,7.99,2.05,71.91,26.4,86.39,36,Data Ketahanan Pangan 2023.csv,2023
banten - kota cilegon,0.0,3.64,14.32,0.0,8.45,7.88,2.66,67.02,33.6,81.54,59,Data Ketahanan Pangan 2023.csv,2023
banten - kota serang,0.0,5.94,35.75,0.0,25.19,8.03,2.56,68.54,14.5,71.42,87,Data Ketahanan Pangan 2023.csv,2023
banten - kota tangerang selatan,0.0,2.5,4.38,0.0,23.16,8.24,1.35,72.78,20.3,87.43,30,Data Ketahanan Pangan 2023.csv,2023
bali - jembrana,1.07,5.3,13.77,0.0,14.16,8.64,1.24,72.82,31.1,86.59,33,Data Ketahanan Pangan 2023.csv,2023
bali - tabanan,0.52,5.18,9.83,0.0,20.65,8.17,0.96,74.1,28.0,90.54,4,Data Ketahanan Pangan 2023.csv,2023
bali - badung,1.04,2.53,2.65,0.0,12.23,9.15,3.25,75.51,19.7,91.59,2,Data Ketahanan Pangan 2023.csv,2023
bali - gianyar,0.75,4.7,0.69,0.0,8.23,8.6,2.91,74.13,16.1,92.16,1,Data Ketahanan Pangan 2023.csv,2023
bali - klungkung,0.97,6.07,5.6,0.0,14.17,8.74,2.48,71.83,29.8,87.53,19,Data Ketahanan Pangan 2023.csv,2023
bali - bangli,1.96,5.28,17.28,0.0,31.03,9.09,7.92,70.97,24.9,77.35,202,Data Ketahanan Pangan 2023.csv,2023
bali - karangasem,0.73,6.98,7.21,0.06,26.6,9.37,10.53,70.89,23.1,85.28,57,Data Ketahanan Pangan 2023.csv,2023
bali - buleleng,1.45,6.21,24.05,0.0,19.1,9.27,10.88,72.32,27.1,82.02,118,Data Ketahanan Pangan 2023.csv,2023
bali - kota denpasar,0.0,2.97,2.85,0.0,1.49,9.33,13.65,75.3,24.7,95.8,1,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - lombok barat,0.9,13.39,50.21,0.0,31.91,9.41,14.66,67.63,21.6,73.44,260,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - lombok tengah,0.5,12.89,53.78,0.0,27.47,8.63,3.87,66.75,21.8,75.6,236,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - lombok timur,0.84,15.14,61.11,0.18,34.72,9.01,47.99,66.55,14.8,71.48,284,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - sumbawa,0.2,13.5,35.97,0.0,9.75,9.33,43.71,68.12,23.5,84.0,77,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - dompu,0.19,12.4,49.27,0.12,33.27,8.98,13.74,67.36,18.9,78.85,182,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - bima,0.28,14.5,55.68,0.13,31.45,9.35,10.4,66.87,30.7,77.68,198,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - sumbawa barat,0.3,13.02,34.6,0.0,8.69,8.7,13.77,68.74,30.5,86.02,39,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - lombok utara,0.91,25.93,65.08,0.09,40.37,8.75,3.35,67.75,19.0,65.92,322,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - kota mataram,0.0,8.63,34.75,0.0,11.38,10.66,0.83,72.2,16.5,77.79,74,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara barat - kota bima,0.0,8.8,25.07,0.0,19.78,9.17,0.68,70.83,18.5,74.31,83,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - kupang,0.92,21.7,24.32,7.35,45.97,9.93,1.48,65.28,26.0,69.02,308,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - timor tengah selatan,0.91,25.45,48.06,9.53,33.86,9.87,1.91,66.68,19.2,67.61,313,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - timor tengah utara,0.65,21.5,50.33,2.71,27.42,10.3,0.8,67.35,20.5,72.96,268,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - belu,0.48,14.84,31.82,3.86,34.1,9.17,2.58,65.28,21.9,75.69,233,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - alor,0.88,20.25,47.72,2.26,55.45,9.63,0.45,61.99,14.4,65.43,329,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - flores timur,1.26,10.75,30.61,1.83,29.13,9.24,1.45,65.62,26.5,73.54,259,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - sikka,0.99,12.61,22.04,5.24,20.09,8.79,3.39,67.86,27.9,77.07,208,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - ende,0.83,23.0,33.26,0.89,20.17,8.53,1.77,65.76,30.0,73.42,261,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - ngada,0.44,11.93,27.68,4.34,16.89,8.64,2.78,68.4,32.6,81.74,125,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - manggarai,0.62,19.84,36.89,3.29,12.7,8.8,4.09,67.38,24.3,76.93,210,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - sumba timur,0.6,28.22,24.27,3.4,37.56,8.99,3.33,65.38,23.3,70.21,296,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - sumba barat,0.64,27.47,27.94,13.08,39.39,9.77,4.99,67.35,24.6,69.46,304,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - lembata,1.02,25.18,22.81,2.1,42.92,8.27,4.61,67.52,32.4,69.0,309,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - rote ndao,0.78,27.45,23.08,2.0,33.12,8.95,2.66,65.26,30.7,70.43,294,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - manggarai barat,0.32,17.15,28.15,3.67,38.44,9.32,4.22,67.73,32.7,76.76,217,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - nagekeo,0.87,12.05,21.98,1.27,48.02,8.32,3.15,67.56,27.4,74.27,248,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - sumba tengah,0.38,32.51,37.03,12.94,51.77,8.56,4.77,68.65,31.3,67.29,315,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - sumba barat daya,0.54,27.16,63.58,20.53,69.3,9.28,4.62,68.79,36.8,62.66,337,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - manggarai timur,0.58,25.35,61.74,6.29,55.27,8.3,0.97,68.29,20.0,66.69,319,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - sabu raijua,1.6,28.73,40.52,6.31,49.69,8.92,9.36,60.87,24.7,58.42,358,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - malaka,0.49,15.26,36.06,4.77,46.82,8.34,0.79,65.34,32.1,73.0,267,Data Ketahanan Pangan 2023.csv,2023
nusa tenggara timur - kota kupang,0.0,8.61,3.66,0.01,17.64,8.72,0.51,70.11,28.4,75.85,80,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - sambas,0.66,6.92,40.43,0.0,92.7,7.44,0.28,69.39,22.1,69.71,299,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - mempawah,0.97,5.32,20.94,0.0,79.5,7.53,0.38,71.47,39.8,74.04,252,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - sanggau,1.19,4.51,21.06,2.99,38.19,8.17,0.25,71.58,31.3,77.82,194,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - ketapang,0.92,9.39,21.65,3.49,56.22,8.83,0.76,71.27,33.0,75.99,230,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - sintang,1.57,8.57,21.19,9.81,37.5,8.14,0.49,72.12,29.4,75.46,239,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - kapuas hulu,1.78,8.59,38.01,3.67,43.73,8.16,0.75,72.69,30.1,69.97,297,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - bengkayang,0.61,6.03,19.2,4.2,47.88,8.93,0.37,74.0,34.2,81.36,133,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - landak,0.53,10.01,32.75,6.43,55.23,8.7,0.98,73.39,14.1,76.89,215,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - sekadau,1.25,5.85,32.63,5.57,65.6,7.91,1.29,72.39,27.8,71.55,283,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - melawi,3.74,11.44,39.14,6.38,54.44,8.43,0.86,73.14,26.9,54.8,368,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - kayong utara,0.56,9.04,27.27,0.61,62.3,7.45,1.49,68.82,28.6,75.27,241,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - kubu raya,1.45,4.12,27.65,0.12,89.35,8.43,0.97,70.95,27.3,68.61,312,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - kota pontianak,0.0,4.46,11.16,0.0,60.17,8.76,0.98,73.46,20.9,71.15,88,Data Ketahanan Pangan 2023.csv,2023
kalimantan barat - kota singkawang,0.0,4.67,13.03,0.07,44.75,9.17,1.24,72.46,26.4,68.12,92,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - kotawaringin barat,5.0,3.93,13.93,0.0,18.93,9.13,1.3,70.98,26.7,60.27,347,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - kotawaringin timur,2.15,5.95,22.52,0.32,25.29,8.9,1.55,70.15,35.4,73.69,257,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - kapuas,0.49,5.52,36.19,1.86,42.22,8.47,4.03,69.02,29.8,80.59,148,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - barito selatan,2.83,4.88,32.98,0.14,34.18,8.97,3.03,67.48,22.6,66.35,320,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - barito utara,0.96,5.8,24.58,2.21,25.24,9.21,0.89,71.5,34.1,83.01,102,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - katingan,0.94,5.5,29.77,2.32,37.8,9.06,1.67,66.16,32.6,76.74,218,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - seruyan,3.99,7.43,24.5,0.11,31.69,8.56,0.86,69.46,31.3,59.25,353,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - sukamara,4.84,3.72,21.98,2.4,22.43,9.51,2.51,71.8,28.3,60.04,349,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - lamandau,4.71,3.34,26.0,5.47,23.96,9.36,1.87,69.62,22.6,58.9,356,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - gunung mas,5.0,5.64,26.45,0.72,42.85,8.54,3.13,70.72,28.0,55.49,367,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - pulang pisau,0.26,4.7,18.59,0.0,49.5,8.4,3.43,68.36,35.3,81.33,136,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - murung raya,5.0,6.4,23.12,5.2,53.53,8.75,0.52,69.75,29.9,49.08,384,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - barito timur,1.08,6.59,12.26,2.75,33.84,8.96,1.56,68.61,24.8,80.29,154,Data Ketahanan Pangan 2023.csv,2023
kalimantan  tengah - kota palangkaraya,0.0,3.61,6.8,0.03,9.56,9.08,2.78,73.47,31.2,79.61,68,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - tanah laut,0.62,3.86,21.31,0.11,30.86,9.44,5.16,69.86,21.6,83.45,90,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - kotabaru,2.72,4.3,22.43,0.99,26.49,8.74,4.81,69.56,23.7,69.84,298,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - banjar,0.79,2.79,26.87,0.13,29.68,9.13,1.83,67.73,32.3,81.63,126,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - barito kuala,0.3,4.75,33.44,0.98,36.33,8.45,1.11,66.55,31.7,80.84,143,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - tapin,0.35,3.6,27.36,0.32,21.06,7.52,1.15,70.88,41.6,88.1,12,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - hulu sungai selatan,0.71,4.54,24.64,0.01,34.74,8.18,0.6,66.51,32.6,81.31,138,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - hulu sungai tengah,0.42,5.92,37.94,0.28,43.49,8.04,2.12,66.54,29.9,79.06,176,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - hulu sungai utara,1.55,6.49,16.65,0.21,35.29,8.59,1.13,64.53,30.8,74.23,249,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - tabalong,0.86,5.87,20.2,0.29,23.52,8.11,4.91,70.84,6.4,84.31,74,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - tanah bumbu,1.46,4.26,7.63,0.22,14.67,9.08,1.99,70.7,22.3,83.73,82,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - balangan,1.06,5.83,19.23,0.0,15.22,7.82,2.56,68.13,29.3,81.94,120,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - kota banjarmasin,0.0,4.74,15.04,0.0,1.03,9.57,0.69,71.59,40.6,85.62,40,Data Ketahanan Pangan 2023.csv,2023
kalimantan selatan - kota banjarbaru,0.0,4.17,10.44,0.0,18.19,7.96,0.86,72.36,39.3,82.35,57,Data Ketahanan Pangan 2023.csv,2023
kalimantan timur - paser,1.02,9.43,14.86,0.0,16.07,8.21,2.33,72.89,38.6,83.7,83,Data Ketahanan Pangan 2023.csv,2023
kalimantan timur - kutai kartanegara,1.17,7.96,7.22,0.0,3.11,8.36,2.38,72.65,33.8,85.53,47,Data Ketahanan Pangan 2023.csv,2023
kalimantan timur - berau,1.28,5.65,5.62,0.28,8.71,8.41,3.84,72.32,25.8,85.33,53,Data Ketahanan Pangan 2023.csv,2023
kalimantan timur - kutai barat,5.0,10.2,12.78,0.0,23.51,8.09,3.17,73.1,28.1,58.39,359,Data Ketahanan Pangan 2023.csv,2023
kalimantan timur - kutai timur,4.06,9.28,14.89,1.78,11.65,10.13,5.33,73.47,31.5,65.76,324,Data Ketahanan Pangan 2023.csv,2023
